"gene","p0g","geosvg_pred","scbsp_pvalue","scbsp_pred","raw_zero_prop","category"
"NDST4",0.345,1,0.0486854375753978,1,0.931502388189318,"Both"
"ADA",0.3505,1,0.868568282883127,0,0.996309161962657,"GeoSVG-3D only"
"LMO3",0.3525,1,0.00190468909455543,1,0.874620060790274,"Both"
"NDUFA4L2",0.3745,1,0.754622967832911,0,0.995223621363439,"GeoSVG-3D only"
"CHRNA3",0.436,1,0.861762071328865,0,0.995006513243595,"GeoSVG-3D only"
"NPTX2",0.546,1,0.0167435817415325,1,0.898501953973079,"Both"
"CRYM",0.6225,1,0.0913408874262487,0,0.970473295701259,"GeoSVG-3D only"
"CHRNB3",0.637,1,0.789970422158799,0,0.994029526704299,"GeoSVG-3D only"
"GRP",0.6965,1,0.226926761618796,0,0.968953538862353,"GeoSVG-3D only"
"GNRHR",0.7405,1,0.891642213801622,0,0.995983499782892,"GeoSVG-3D only"
"CASR",0.755,1,0.888459169640862,0,0.996200607902736,"GeoSVG-3D only"
"ZMYM1",0.87,1,0.51399121698909,0,0.980351715154147,"GeoSVG-3D only"
"BRCA1",0.8885,1,0.841057419767621,0,0.995332175423361,"GeoSVG-3D only"
"ADM",0.896,1,0.614903026636328,0,0.994355188884064,"GeoSVG-3D only"
"HSPA1A",0.897,1,0.688185812054669,0,0.994029526704299,"GeoSVG-3D only"
"DPY19L1",0.899,1,0.0798327437497535,0,0.936170212765957,"GeoSVG-3D only"
"GAD2",0.9055,1,9.65806570918382e-06,1,0.5283326096396,"Both"
"RELL1",0.9215,1,0.428449704099677,0,0.975032566217977,"GeoSVG-3D only"
"SIX6",0.9275,1,0.899433633016965,0,0.996851932262267,"GeoSVG-3D only"
"RAMP3",0.9455,1,0.626426115726064,0,0.989795918367347,"GeoSVG-3D only"
"OTX1",0.951,0,0.690309227489613,0,0.994572297003908,"Neither"
"GPR101",0.9555,0,0.110845509018968,0,0.958098132870169,"Neither"
"SLC13A3",0.9565,0,0.677436921460998,0,0.995332175423361,"Neither"
"SNTB1",0.962,0,0.235256509664411,0,0.967976552323057,"Neither"
"GNA14",0.97,0,0.766705226691884,0,0.993378202344768,"Neither"
"TRH",0.9715,0,0.0117365181941705,1,0.95343030829353,"scBSP only"
"MC1R",0.972,0,0.825249770495279,0,0.995766391663048,"Neither"
"PRSS23",0.976,0,0.887825062170172,0,0.997611810681719,"Neither"
"CLEC2L",0.977,0,0.145443688739262,0,0.952670429874077,"Neither"
"SEMA3G",0.9775,0,0.485275499931254,0,0.983825445071646,"Neither"
"TUBA1C",0.987,0,0.894794079532346,0,0.997177594442032,"Neither"
"FAM107A",0.9875,0,0.0660577436849245,0,0.899804602692141,"Neither"
"A2M",0.989,0,0.903695979526523,0,0.995223621363439,"Neither"
"NPAS1",0.989,0,0.0832953480045251,0,0.962548849326965,"Neither"
"NR3C2",0.9895,0,0.0391900693142302,1,0.907077724706904,"scBSP only"
"VIPR1",0.99,0,0.288365199106234,0,0.983825445071646,"Neither"
"PEG10",0.9905,0,6.36137287999272e-05,1,0.575987841945289,"scBSP only"
"S100A4",0.991,0,0.870303150384661,0,0.994897959183674,"Neither"
"DLX5",0.993,0,0.68151543952586,0,0.992835432045158,"Neither"
"TMC3",0.994,0,0.953231549035343,0,0.997286148501954,"Neither"
"LUM",0.9945,0,0.90850391411341,0,0.997394702561876,"Neither"
"VSIG8",0.9955,0,0.881392265476422,0,0.99468085106383,"Neither"
"GPR119",0.996,0,0.89996449079461,0,0.99587494572297,"Neither"
"LGI2",0.996,0,0.016598071254276,1,0.870929222752931,"scBSP only"
"ISL1",0.9965,0,0.777116266759054,0,0.993920972644377,"Neither"
"CBR2",0.997,0,0.681182587731873,0,0.993052540165002,"Neither"
"H2-AB1",0.9975,0,0.319731060984891,0,0.981762917933131,"Neither"
"CHRNA2",0.998,0,0.967999832180652,0,0.997937472861485,"Neither"
"GRM6",0.998,0,0.716628596351073,0,0.994355188884064,"Neither"
"ARHGAP25",0.9985,0,0.853469233530054,0,0.993920972644377,"Neither"
"CPNE4",0.9985,0,0.043117748955339,1,0.906534954407295,"scBSP only"
"CXCL1",0.9985,0,0.709709989671055,0,0.995657837603126,"Neither"
"TACR2",0.9985,0,0.754262873494167,0,0.99468085106383,"Neither"
"CARD10",0.999,0,0.209944408687806,0,0.971775944420321,"Neither"
"HTR2A",0.999,0,0.655495650938468,0,0.98936170212766,"Neither"
"KCNG4",0.999,0,0.894043828875238,0,0.99587494572297,"Neither"
"TM4SF4",0.999,0,0.763973626263014,0,0.995983499782892,"Neither"
"ANGPT2",0.9995,0,0.839441321845882,0,0.996092053842814,"Neither"
"CBLN1",0.9995,0,0.000457738409495811,1,0.826856274424663,"scBSP only"
"CXCL14",0.9995,0,0.00675685005112425,1,0.867564046895354,"scBSP only"
"DPT",0.9995,0,0.938574393996422,0,0.996851932262267,"Neither"
"DRD4",0.9995,0,0.869470505287369,0,0.996851932262267,"Neither"
"EGLN3",0.9995,0,0.54635522292938,0,0.986973512809379,"Neither"
"ESPN",0.9995,0,0.841723258091217,0,0.995223621363439,"Neither"
"PTHLH",0.9995,0,0.575009403125505,0,0.988710377768129,"Neither"
"ABI3BP",1,0,0.787183764436614,0,0.991315675206253,"Neither"
"ACBD7",1,0,0.697463054434317,0,0.991858445505862,"Neither"
"ACTA2",1,0,0.539620531878282,0,0.980351715154147,"Neither"
"ADARB2",1,0,0.482957684154167,0,0.986322188449848,"Neither"
"ADCYAP1",1,0,0.0067425918782078,1,0.920864090316978,"scBSP only"
"ADGRG2",1,0,0.522701973171476,0,0.989253148067738,"Neither"
"ADGRG6",1,0,0.789847952825649,0,0.992401215805471,"Neither"
"ADORA2A",1,0,0.579539484536474,0,0.991858445505862,"Neither"
"ADRB2",1,0,0.574128800428533,0,0.987733391228832,"Neither"
"AGT",1,0,0.574947056412859,0,0.981871471993053,"Neither"
"AGTR2",1,0,0.444510069780066,0,0.992075553625706,"Neither"
"AJAP1",1,0,0.0116132696617423,1,0.8702778983934,"scBSP only"
"ALDH3B2",1,0,0.754346517047646,0,0.992184107685627,"Neither"
"ANGPT4",1,0,0.759251110250334,0,0.993052540165002,"Neither"
"ANKRD34B",1,0,0.49734193888963,0,0.985019539730786,"Neither"
"ANLN",1,0,0.236052191497889,0,0.976769431176726,"Neither"
"ANXA1",1,0,0.553840334953354,0,0.97937472861485,"Neither"
"APLN",1,0,0.12586623838675,0,0.94159791576205,"Neither"
"APLNR",1,0,0.995522698312726,0,0.999457229700391,"Neither"
"APOC1",1,0,0.516228592914495,0,0.98469387755102,"Neither"
"APOD",1,0,0.000349146425611235,1,0.726118106817195,"scBSP only"
"APOLD1",1,0,0.809711369219239,0,0.992835432045158,"Neither"
"AQP1",1,0,0.954912778476326,0,0.998046026921407,"Neither"
"AQP4",1,0,0.357735244626219,0,0.969387755102041,"Neither"
"ARAP2",1,0,0.109668790105912,0,0.949739470256188,"Neither"
"AREG",1,0,0.831315971238171,0,0.994355188884064,"Neither"
"ARHGAP6",1,0,0.110689658544063,0,0.958206686930091,"Neither"
"ASB4",1,0,0.180495182702592,0,0.967976552323057,"Neither"
"ASIC3",1,0,0.551659269968666,0,0.985128093790708,"Neither"
"ASIC4",1,0,0.612959874595521,0,0.988384715588363,"Neither"
"ATF3",1,0,0.546909045281532,0,0.988276161528441,"Neither"
"ATP2A3",1,0,0.621044549766427,0,0.989253148067738,"Neither"
"ATP2B4",1,0,0.0644731744546665,0,0.945397307859314,"Neither"
"BAIAP3",1,0,0.00920464821025169,1,0.76530612244898,"scBSP only"
"BARHL1",1,0,0.449662062003243,0,0.990447242726878,"Neither"
"BCL11B",1,0,0.233867083079769,0,0.978614850195397,"Neither"
"BCL6",1,0,0.726392979887308,0,0.992401215805471,"Neither"
"BDKRB1",1,0,0.726118846680661,0,0.989470256187581,"Neither"
"BDNF",1,0,0.027857568897127,1,0.925857577073383,"scBSP only"
"BHLHE22",1,0,0.507296458270666,0,0.985887972210161,"Neither"
"BIRC2",1,0,0.851792600981386,0,0.993920972644377,"Neither"
"BIRC5",1,0,0.299503345289983,0,0.981980026052974,"Neither"
"BMP4",1,0,0.865746612853788,0,0.996092053842814,"Neither"
"BRS3",1,0,0.64418021330266,0,0.99174989144594,"Neither"
"C1QB",1,0,0.211823919029784,0,0.961029092488059,"Neither"
"C1QL1",1,0,0.496822747956617,0,0.985670864090317,"Neither"
"C1QL3",1,0,0.0327278746890665,1,0.934867564046895,"scBSP only"
"C4B",1,0,0.0337153840903344,1,0.91272253582284,"scBSP only"
"CABP7",1,0,0.0412234667161059,1,0.924663482414242,"scBSP only"
"CACNA2D1",1,0,9.51151486598967e-05,1,0.646113764654798,"scBSP only"
"CADM1",1,0,0.000548315961228063,1,0.612462006079027,"scBSP only"
"CADM2",1,0,0.0696056908389971,0,0.939752496743378,"Neither"
"CALB1",1,0,0.111263333043279,0,0.94691706469822,"Neither"
"CALCA",1,0,0.664013427738043,0,0.994463742943986,"Neither"
"CALCB",1,0,0.799725181890661,0,0.994897959183674,"Neither"
"CALCRL",1,0,0.0725945958235326,0,0.963960052105949,"Neither"
"CAR10",1,0,0.146813659857068,0,0.960160660008684,"Neither"
"CAR2",1,0,9.74785380930543e-05,1,0.667064698219713,"scBSP only"
"CAR3",1,0,0.733872844284436,0,0.991424229266175,"Neither"
"CARTPT",1,0,2.06685365489179e-08,1,0.798089448545376,"scBSP only"
"CASP4",1,0,0.614392317031846,0,0.987299174989145,"Neither"
"CASP8",1,0,0.429639096532345,0,0.990013026487191,"Neither"
"CBLN3",1,0,0.643666051109021,0,0.99174989144594,"Neither"
"CCDC153",1,0,0.835036109526235,0,0.995766391663048,"Neither"
"CCKAR",1,0,0.614366327532934,0,0.988601823708207,"Neither"
"CCL24",1,0,0.657333174423097,0,0.990664350846722,"Neither"
"CCL3",1,0,0.616887661161111,0,0.99294398610508,"Neither"
"CCL4",1,0,0.21386908722359,0,0.985019539730786,"Neither"
"CCL7",1,0,0.797483648832497,0,0.992835432045158,"Neither"
"CCNA1",1,0,0.799319354486235,0,0.992292661745549,"Neither"
"CCND1",1,0,0.481313661136222,0,0.98469387755102,"Neither"
"CCNE1",1,0,0.224897913301897,0,0.972101606600087,"Neither"
"CCP110",1,0,0.0216844423959979,1,0.868541033434651,"scBSP only"
"CCR6",1,0,0.729328366503979,0,0.995223621363439,"Neither"
"CCRL2",1,0,0.854389406367198,0,0.994897959183674,"Neither"
"CD9",1,0,0.732581363600608,0,0.991315675206253,"Neither"
"CDHR1",1,0,0.815797183519738,0,0.99348675640469,"Neither"
"CDKL4",1,0,0.682285981698089,0,0.994789405123752,"Neither"
"CDKN1C",1,0,0.802742948409174,0,0.993161094224924,"Neither"
"CEACAM10",1,0,0.949216302034996,0,0.997503256621798,"Neither"
"CEMIP",1,0,0.736867097406942,0,0.99348675640469,"Neither"
"CENPF",1,0,0.69256093249795,0,0.990772904906643,"Neither"
"CFAP126",1,0,0.883070888330415,0,0.995657837603126,"Neither"
"CHAT",1,0,0.784224706228693,0,0.994789405123752,"Neither"
"CHODL",1,0,0.502696834869127,0,0.987950499348676,"Neither"
"CHRM2",1,0,0.203288112644335,0,0.965154146765089,"Neither"
"CHRM3",1,0,0.490816809251745,0,0.98056882327399,"Neither"
"CHRNA6",1,0,0.82988653069324,0,0.994246634824142,"Neither"
"CITED1",1,0,0.331519698745619,0,0.976877985236648,"Neither"
"CKS2",1,0,0.367398958137161,0,0.983825445071646,"Neither"
"CLCA3A1",1,0,0.590999555030699,0,0.985453755970473,"Neither"
"CLDN11",1,0,0.000375398026894458,1,0.754884932696483,"scBSP only"
"CLDN5",1,0,0.598746642815292,0,0.98881893182805,"Neither"
"CLIC5",1,0,0.47888569718519,0,0.988493269648285,"Neither"
"CNKSR3",1,0,0.430451832886287,0,0.987082066869301,"Neither"
"CNPY1",1,0,0.864377927633082,0,0.993812418584455,"Neither"
"CNR1",1,0,0.857863629418747,0,0.992509769865393,"Neither"
"CNTNAP3",1,0,0.640812155581341,0,0.988710377768129,"Neither"
"COL11A1",1,0,0.671708922313041,0,0.989036039947894,"Neither"
"COL15A1",1,0,0.349392333509739,0,0.982414242292662,"Neither"
"COL18A1",1,0,0.314291747910174,0,0.977963525835866,"Neither"
"COL25A1",1,0,0.162814837063659,0,0.949413808076422,"Neither"
"COL6A1",1,0,0.411453172949628,0,0.986864958749457,"Neither"
"COL9A2",1,0,0.559503513337676,0,0.99174989144594,"Neither"
"COX4I2",1,0,0.758781051303059,0,0.994463742943986,"Neither"
"COX6A2",1,0,0.667187679460033,0,0.993378202344768,"Neither"
"COX8B",1,0,0.931163765646282,0,0.996526270082501,"Neither"
"CPNE6",1,0,0.00161001259903282,1,0.719387755102041,"scBSP only"
"CPXM2",1,0,0.466999502742847,0,0.983065566652193,"Neither"
"CRABP1",1,0,0.481719699668348,0,0.979917498914459,"Neither"
"CREB3L1",1,0,0.612093181137912,0,0.990230134607034,"Neither"
"CRHBP",1,0,0.826168615846588,0,0.99348675640469,"Neither"
"CRHR1",1,0,0.725921340478388,0,0.990338688666956,"Neither"
"CRHR2",1,0,0.863420425429491,0,0.995332175423361,"Neither"
"CRISP1",1,0,0.871983216068932,0,0.995440729483283,"Neither"
"CRISPLD2",1,0,0.794040468103753,0,0.993052540165002,"Neither"
"CSF1R",1,0,0.389329694471226,0,0.975466782457664,"Neither"
"CSPG5",1,0,0.194932805676211,0,0.954841511072514,"Neither"
"CST3",1,0,1.10641113986176e-05,1,0.27301346070343,"scBSP only"
"CTGF",1,0,0.319942572390048,0,0.969496309161963,"Neither"
"CTPS",1,0,0.0187722493544603,1,0.865284411636995,"scBSP only"
"CTSC",1,0,0.923111972835698,0,0.995766391663048,"Neither"
"CTSS",1,0,0.153923929219944,0,0.95516717325228,"Neither"
"CTXN3",1,0,0.481564451653446,0,0.983065566652193,"Neither"
"CXCL2",1,0,0.287536025587962,0,0.970581849761181,"Neither"
"CYP26B1",1,0,0.505783293930247,0,0.98349978289188,"Neither"
"CYP2S1",1,0,0.503857157292883,0,0.986322188449848,"Neither"
"CYTH3",1,0,0.0813349460332701,0,0.92216673903604,"Neither"
"DAD1",1,0,0.080929619560929,0,0.921298306556665,"Neither"
"DBH",1,0,0.89728661837148,0,0.994138080764221,"Neither"
"DBPHT2",1,0,0.00637912698093357,1,0.88797221016066,"scBSP only"
"DCLK3",1,0,0.0231686857612262,1,0.875814155449414,"scBSP only"
"DEGS2",1,0,0.953326924010598,0,0.998371689101172,"Neither"
"DEPTOR",1,0,0.0697120190203723,0,0.937038645245332,"Neither"
"DHH",1,0,0.734615710919259,0,0.993052540165002,"Neither"
"DKKL1",1,0,0.874466068447861,0,0.995440729483283,"Neither"
"DMBX1",1,0,0.79279645102431,0,0.991641337386018,"Neither"
"DMKN",1,0,0.951552930752159,0,0.997503256621798,"Neither"
"DOC2G",1,0,0.575310153575614,0,0.985996526270082,"Neither"
"DOCK5",1,0,0.677768978286689,0,0.988276161528441,"Neither"
"DRD1",1,0,0.287197407366248,0,0.978397742075554,"Neither"
"DRD2",1,0,0.641568448620403,0,0.990121580547112,"Neither"
"DRD3",1,0,0.851690092525365,0,0.993920972644377,"Neither"
"DRD5",1,0,0.392358398333808,0,0.980460269214069,"Neither"
"DYNLRB2",1,0,0.768438856907192,0,0.995115067303517,"Neither"
"EBF1",1,0,0.298597547346826,0,0.981654363873209,"Neither"
"EBF2",1,0,0.478398283089272,0,0.98881893182805,"Neither"
"ECSCR",1,0,0.766257944837804,0,0.993269648284846,"Neither"
"EDN3",1,0,0.8127466251312,0,0.993378202344768,"Neither"
"EFHD1",1,0,0.527168552109358,0,0.985779418150239,"Neither"
"EFHD2",1,0,0.0261653067961407,1,0.898176291793313,"scBSP only"
"EFNA5",1,0,0.0814342804326411,0,0.940512375162831,"Neither"
"ENPP6",1,0,0.262182226227612,0,0.976335214937039,"Neither"
"EOMES",1,0,0.807038004826501,0,0.993920972644377,"Neither"
"EPYC",1,0,0.907704914447188,0,0.996960486322188,"Neither"
"ESRRG",1,0,0.545710096366989,0,0.981654363873209,"Neither"
"F13A1",1,0,0.874249925019637,0,0.996743378202345,"Neither"
"FABP7",1,0,0.227761226961093,0,0.969387755102041,"Neither"
"FAM180A",1,0,0.850764296864536,0,0.992292661745549,"Neither"
"FAM181B",1,0,0.132170195545243,0,0.95223621363439,"Neither"
"FAM184A",1,0,0.0698427447319283,0,0.924772036474164,"Neither"
"FAM214A",1,0,0.0406332560448014,1,0.908163265306122,"scBSP only"
"FAM216B",1,0,0.863069502097017,0,0.995332175423361,"Neither"
"FBLN2",1,0,0.843559423619778,0,0.994897959183674,"Neither"
"FBLN5",1,0,0.244522354922143,0,0.980243161094225,"Neither"
"FCMR",1,0,0.910719447010639,0,0.997286148501954,"Neither"
"FEV",1,0,0.565644386770197,0,0.990664350846722,"Neither"
"FGF10",1,0,0.22793735630063,0,0.979917498914459,"Neither"
"FGFR3",1,0,0.412624621156377,0,0.979266174554928,"Neither"
"FIBCD1",1,0,0.242696501289665,0,0.963960052105949,"Neither"
"FIGN",1,0,0.120156861937292,0,0.971233174120712,"Neither"
"FJX1",1,0,0.0778490752812874,0,0.953321754233608,"Neither"
"FLT1",1,0,0.0355324446831201,1,0.922383847155884,"scBSP only"
"FN1",1,0,0.278644219310105,0,0.967216673903604,"Neither"
"FOLR1",1,0,0.897430051824561,0,0.995983499782892,"Neither"
"FOS",1,0,0.134003496485552,0,0.977637863656101,"Neither"
"FRZB",1,0,0.481977801079436,0,0.985019539730786,"Neither"
"FSHR",1,0,0.62008396778845,0,0.985670864090317,"Neither"
"GABBR1",1,0,3.76664503312085e-05,1,0.388732088580113,"scBSP only"
"GABBR2",1,0,4.91604548693569e-05,1,0.435193226226661,"scBSP only"
"GABRA6",1,0,0.801330557513577,0,0.992292661745549,"Neither"
"GABRR2",1,0,0.726907080199964,0,0.991532783326096,"Neither"
"GAD1",1,0,0.116892768584925,0,0.949522362136344,"Neither"
"GADD45A",1,0,0.356572838691472,0,0.975792444637429,"Neither"
"GAL",1,0,0.0131615458061789,1,0.945071645679548,"scBSP only"
"GALNT14",1,0,0.786035730357324,0,0.990990013026487,"Neither"
"GALNTL6",1,0,0.206754641314028,0,0.975900998697351,"Neither"
"GALR1",1,0,0.596515269173773,0,0.989904472427269,"Neither"
"GALR2",1,0,0.643181887787798,0,0.985453755970473,"Neither"
"GALR3",1,0,0.387407621504443,0,0.983825445071646,"Neither"
"GAST",1,0,0.624201004695682,0,0.991424229266175,"Neither"
"GATA3",1,0,0.789839298558615,0,0.993920972644377,"Neither"
"GBX1",1,0,0.416728224627473,0,0.985345201910551,"Neither"
"GBX2",1,0,0.597084492800904,0,0.987841945288754,"Neither"
"GCGR",1,0,0.899345732070026,0,0.995983499782892,"Neither"
"GCH1",1,0,0.858948145389677,0,0.995332175423361,"Neither"
"GDF10",1,0,0.247555969752983,0,0.969713417281806,"Neither"
"GFAP",1,0,0.000182308441385115,1,0.744897959183674,"scBSP only"
"GFRA2",1,0,0.0350009958216212,1,0.911962657403387,"scBSP only"
"GFRA3",1,0,0.701121856240717,0,0.991207121146331,"Neither"
"GHRH",1,0,0.0619701304070379,0,0.982088580112896,"Neither"
"GHSR",1,0,0.565352830194038,0,0.991532783326096,"Neither"
"GIPR",1,0,0.730106060852187,0,0.994246634824142,"Neither"
"GJA1",1,0,0.00624299021537289,1,0.842705167173252,"scBSP only"
"GJB1",1,0,0.646193072623754,0,0.992618323925315,"Neither"
"GJB2",1,0,0.6364636540579,0,0.991207121146331,"Neither"
"GKN3",1,0,0.495298808941858,0,0.980785931393834,"Neither"
"GLDC",1,0,0.411917634977719,0,0.988601823708207,"Neither"
"GM5741",1,0,0.593818441145484,0,0.98762483716891,"Neither"
"GNB3",1,0,0.938621356290949,0,0.997177594442032,"Neither"
"GNG4",1,0,0.223335448456525,0,0.960160660008684,"Neither"
"GNG8",1,0,0.0560855447138119,0,0.976552323056882,"Neither"
"GNRH1",1,0,0.904274950812833,0,0.996092053842814,"Neither"
"GPC3",1,0,0.846232941844181,0,0.994029526704299,"Neither"
"GPR139",1,0,0.326961947145109,0,0.972427268779852,"Neither"
"GPR17",1,0,0.566551403170456,0,0.985128093790708,"Neither"
"GPR34",1,0,0.248263561001245,0,0.96993052540165,"Neither"
"GPR50",1,0,0.683909270931746,0,0.99348675640469,"Neither"
"GPR83",1,0,0.905447387850319,0,0.995549283543204,"Neither"
"GPR88",1,0,0.506366965073489,0,0.984151107251411,"Neither"
"GPRASP2",1,0,6.07108809668189e-05,1,0.458098132870169,"scBSP only"
"GPSM1",1,0,0.00205810275277152,1,0.743703864524533,"scBSP only"
"GRIK3",1,0,0.193271074674934,0,0.959183673469388,"Neither"
"GRIN2C",1,0,0.673856550695125,0,0.991315675206253,"Neither"
"GRM1",1,0,0.0556452604934852,0,0.91923577941815,"Neither"
"GRM2",1,0,0.0742394343847874,0,0.943877551020408,"Neither"
"GRM4",1,0,0.018868498545712,1,0.891880156317846,"scBSP only"
"GRM5",1,0,0.000947660523634597,1,0.690295267042987,"scBSP only"
"GRM7",1,0,0.000589259015718158,1,0.662939643942683,"scBSP only"
"GRM8",1,0,0.254115293293786,0,0.969496309161963,"Neither"
"GRPR",1,0,0.561937182479211,0,0.985562310030395,"Neither"
"HAND1",1,0,0.882766305316851,0,0.994789405123752,"Neither"
"HAPLN2",1,0,0.850617530647063,0,0.995332175423361,"Neither"
"HCRT",1,0,3.7513509286935e-05,1,0.958532349109857,"scBSP only"
"HCRTR1",1,0,0.340587990206736,0,0.9811115935736,"Neither"
"HDHD3",1,0,0.118212922728302,0,0.9493052540165,"Neither"
"HHIP",1,0,0.510008432909923,0,0.984585323491099,"Neither"
"HIGD1B",1,0,0.75573267660396,0,0.994138080764221,"Neither"
"HOPX",1,0,0.101873609463009,0,0.936495874945723,"Neither"
"HOXA10",1,0,0.593038773783886,0,0.986105080330004,"Neither"
"HOXA7",1,0,0.594225615669688,0,0.983391228831958,"Neither"
"HOXB3",1,0,0.806563698083988,0,0.99174989144594,"Neither"
"HOXB6",1,0,0.835878333173014,0,0.992509769865393,"Neither"
"HOXB8",1,0,0.817430115716966,0,0.993378202344768,"Neither"
"HOXB9",1,0,0.815106498552794,0,0.993052540165002,"Neither"
"HOXC10",1,0,0.684288847057232,0,0.989144594007816,"Neither"
"HOXC4",1,0,0.836063728422257,0,0.99468085106383,"Neither"
"HOXC5",1,0,0.315562934987065,0,0.975900998697351,"Neither"
"HOXC8",1,0,0.588749190357044,0,0.984585323491099,"Neither"
"HOXC9",1,0,0.761178682415796,0,0.995657837603126,"Neither"
"HPCAL4",1,0,0.000732649197744961,1,0.778115501519757,"scBSP only"
"HRH1",1,0,0.439091696912012,0,0.97937472861485,"Neither"
"HRH3",1,0,0.132470061356156,0,0.961137646547981,"Neither"
"HRH4",1,0,0.598428778492894,0,0.986864958749457,"Neither"
"HS6ST2",1,0,0.120687619051784,0,0.960703430308294,"Neither"
"HSPB7",1,0,0.620426747889592,0,0.992292661745549,"Neither"
"HTR1A",1,0,0.261426018818879,0,0.97524967433782,"Neither"
"HTR1B",1,0,0.111933832427276,0,0.944528875379939,"Neither"
"HTR1D",1,0,0.417952448574883,0,0.987190620929223,"Neither"
"HTR1F",1,0,0.250102745357902,0,0.967216673903604,"Neither"
"HTR3A",1,0,0.560537758050301,0,0.982739904472427,"Neither"
"HTR3B",1,0,0.8697621219688,0,0.996092053842814,"Neither"
"HTR5A",1,0,0.110184330637573,0,0.949956578376031,"Neither"
"HTR5B",1,0,0.631324652257346,0,0.993595310464611,"Neither"
"HTRA1",1,0,0.00739622324248024,1,0.821102909248806,"scBSP only"
"IBSP",1,0,0.883204617348015,0,0.995223621363439,"Neither"
"ID2",1,0,0.49155083255647,0,0.986973512809379,"Neither"
"ID4",1,0,0.317530215414771,0,0.966782457663917,"Neither"
"IDO1",1,0,0.651297443743625,0,0.988059053408597,"Neither"
"IFITM1",1,0,0.361483799250701,0,0.977854971775944,"Neither"
"IGF2",1,0,0.155102994687596,0,0.967976552323057,"Neither"
"IGFBPL1",1,0,0.903296532622589,0,0.996526270082501,"Neither"
"IGSF1",1,0,0.21280795269208,0,0.96699956578376,"Neither"
"IL1RAPL2",1,0,0.334002900322689,0,0.986322188449848,"Neither"
"IL23A",1,0,0.700478950425437,0,0.990990013026487,"Neither"
"IL31RA",1,0,0.54830613521356,0,0.982414242292662,"Neither"
"IL33",1,0,0.202456014431626,0,0.957338254450716,"Neither"
"INPP5J",1,0,0.172402493016906,0,0.967867998263135,"Neither"
"IRS4",1,0,0.133914643267875,0,0.950607902735562,"Neither"
"IRX2",1,0,0.622381936819734,0,0.987841945288754,"Neither"
