"gene","scbsp_pvalue","scbsp_pred"
"LPL",0.120064735273712,0
"LRG1",0.90212679223265,0
"LRPPRC",0.0509682124909976,0
"LRRC55",0.0140045696133976,1
"LRRTM2",0.838028399542185,0
"LSAMP",6.77889090084927e-05,1
"LTK",0.128361055456329,0
"LUM",0.90850391411341,0
"LY6A",0.974062232373752,0
"LY6C1",0.789309941387246,0
"LY6D",0.882367513649809,0
"LY6G6E",0.67853160550003,0
"LYPD1",0.00448152335608687,1
"LYPD2",0.695910299063596,0
"LYPD6",0.141313092595464,0
"LYPD6B",0.236296460079232,0
"MAB21L2",0.868608217116884,0
"MAL",0.781804033287103,0
"MAN1A",0.0653212384798865,0
"MAOB",0.0910794848205633,0
"MAP3K7CL",0.928578594890344,0
"MATN2",0.150878084418602,0
"MBP",9.68576034687807e-06,1
"MC1R",0.825249770495279,0
"MCHR1",0.526082354403277,0
"MDGA1",0.00382928108186165,1
"MEGF11",0.899417237912262,0
"MEIS2",0.000308471763727503,1
"MEOX1",0.813580862092439,0
"MFAP4",0.762804382341784,0
"MFGE8",0.0171824783031915,1
"MFSD2A",0.949052774098721,0
"MGARP",0.825472784618016,0
"MGP",0.426669784968475,0
"MGST1",0.668994005856711,0
"MIA",0.847324765853136,0
"MKI67",0.673440724664607,0
"MLC1",0.0129940990987225,1
"MLF1",0.409420757532783,0
"MMP2",0.620044698892955,0
"MNS1",0.336461704800482,0
"MOG",0.00916466580734954,1
"MOXD1",0.623444118494397,0
"MPZ",0.938037057885836,0
"MRAP2",0.0357738868288936,1
"MRC1",0.665120422385472,0
"MREG",0.717238857828389,0
"MRGPRD",0.918937057032535,0
"MS4A15",0.969329142903584,0
"MS4A7",0.916372786970213,0
"MTNR1A",0.919588588123885,0
"MTNR1B",0.770818229656729,0
"MUSTN1",0.581531041706621,0
"MYC",0.197992710588839,0
"MYH11",0.572099636859214,0
"MYH8",0.699380283945294,0
"MYL4",0.631711510632885,0
"MYOC",0.25273456567879,0
"NCCRP1",0.784533629820101,0
"NCMAP",0.947528950594154,0
"NDNF",0.255597407569267,0
"NDRG2",0.291064665741424,0
"NDST4",0.0486854375753978,1
"NDUFA4L2",0.754622967832911,0
"NECAB1",0.35079903623747,0
"NEFH",0.0142686099748289,1
"NEFM",8.8893204142293e-05,1
"NELL1",0.0111322671661912,1
"NEU4",0.629492428033582,0
"NEUROD1",0.224451510457352,0
"NEUROD2",0.355986984043796,0
"NEUROD6",0.0131419518107921,1
"NFATC2",0.114508050966583,0
"NFIB",0.250374201083645,0
"NGB",0.0287804137498522,1
"NGFR",0.601287441211029,0
"NHLH2",0.11684655621135,0
"NINJ2",0.316493078237994,0
"NKX2-1",0.144877327135551,0
"NKX2-9",0.625830331116086,0
"NMB",0.270650830194157,0
"NMBR",0.670608016568886,0
"NMS",0.835629914999455,0
"NMU",0.219640516698268,0
"NMUR1",0.846227888963565,0
"NMUR2",0.696696364275348,0
"NOG",0.143557842139975,0
"NOS1",0.0449757670468214,1
"NOTUM",0.491301168930798,0
"NOV",0.250358992251641,0
"NPAS1",0.0832953480045251,0
"NPBWR1",0.878366307670934,0
"NPFF",0.870429509939278,0
"NPFFR1",0.586598217678636,0
"NPFFR2",0.692838305635893,0
"NPNT",0.146727891737105,0
"NPPA",0.574304316704156,0
"NPPB",0.663008169225356,0
"NPPC",0.318513593266198,0
"NPSR1",0.739873956936532,0
"NPTX1",0.000359327666780596,1
"NPTX2",0.0167435817415325,1
"NPW",0.322877157136693,0
"NPY",0.259797333894535,0
"NPY1R",0.927847554205304,0
"NPY2R",0.140636772884963,0
"NPY4R",0.670685242004612,0
"NPY5R",0.625499204386292,0
"NR2F2",0.137792940402507,0
"NR3C2",0.0391900693142302,1
"NR4A2",0.797368080971751,0
"NR4A3",0.54862721415452,0
"NREP",0.0379582724624836,1
"NRGN",4.99708815393518e-06,1
"NRIP3",0.0115673486591298,1
"NRL",0.670660162825325,0
"NRP2",0.0929963865348594,0
"NRTN",0.554802088534685,0
"NTF3",0.611146622734578,0
"NTNG1",0.0321289120075705,1
"NTS",0.382674247183561,0
"NTSR1",0.24058860614125,0
"NTSR2",0.00823900846736036,1
"NWD2",0.0320528419515395,1
"NXPH1",0.0575404809008609,0
"NXPH2",0.717900569120128,0
"NXPH3",0.581725336183955,0
"NXPH4",0.310797834317994,0
"NYAP2",0.0179404394460803,1
"OLFM2",0.00115598396520122,1
"OLFML2A",0.416675720570207,0
"OLFR558",0.901670911696252,0
"OMP",0.497103464132963,0
"ONECUT2",0.120773221969313,0
"OPALIN",0.0281180057689786,1
"OPRD1",0.706060340454423,0
"OPRK1",0.590288622655173,0
"OPRL1",0.00296209372845457,1
"OPRM1",0.446765603931747,0
"OSCP1",0.0247475486750799,1
"OSR1",0.530617137953733,0
"OTOF",0.0485124219393954,1
"OTP",0.118118135249771,0
"OTX1",0.690309227489613,0
"OTX2",0.843083200453848,0
"OXT",0.769596155977565,0
"OXTR",0.145627144449259,0
"P2RX2",0.73383024950402,0
"P2RY12",0.555212812316217,0
"PAK4",0.208468695299323,0
"PALM3",0.287652638195868,0
"PAPPA",0.893317303335863,0
"PAPPA2",0.766142567583044,0
"PAQR5",0.729580041780384,0
"PARM1",0.00856414740915878,1
"PARP14",0.472632879840508,0
"PAX2",0.910395935623425,0
"PAX5",0.7775385994943,0
"PAX6",0.301122369353524,0
"PAX7",0.782156591164446,0
"PAX8",0.920862775504245,0
"PBK",0.637354596020486,0
"PBX3",0.340220292307012,0
"PCDH11X",0.0550535072563753,0
"PCDH20",0.14776989023836,0
"PCP2",0.614121668625251,0
"PCP4",1.42493769237362e-05,1
"PCSK5",0.317157432200798,0
"PDCD4",0.0141296350341016,1
"PDE11A",0.347737277424448,0
"PDE1A",0.0798131800022717,0
"PDE1C",0.211035276841394,0
"PDE6G",0.747360665118356,0
"PDGFA",0.0781413970340089,0
"PDGFRA",0.30818096112997,0
"PDLIM1",0.700296201533726,0
"PDYN",0.0148305604803476,1
"PDZK1IP1",0.702018639424932,0
"PEG10",6.36137287999272e-05,1
"PENK",2.13779125513014e-08,1
"PF4",0.93691545515635,0
"PGAM2",0.556323235250911,0
"PGLYRP1",0.138247040256011,0
"PGR",0.11052657606841,0
"PGR15L",0.128383777123449,0
"PHLDA1",0.271018350409882,0
"PHOX2A",0.687349391234187,0
"PHOX2B",0.699174532253451,0
"PI16",0.483552986572806,0
"PIEZO2",0.48183307683723,0
"PIK3R3",0.098443987472928,0
"PITX2",0.0243862437944947,1
"PKD1L2",0.623520161268169,0
"PKD2L1",0.556515348577189,0
"PKIB",0.570721778030028,0
"PLA2G5",0.927224612868979,0
"PLCH1",0.129851674033651,0
"PLCXD2",0.0207543248643239,1
"PLIN3",0.562682149959245,0
"PLTP",0.236619391260443,0
"PMCH",0.000294230436373111,1
"PNMT",0.675317349531946,0
"PNOC",0.0430487160060989,1
"POMC",0.032070489459322,1
"POSTN",0.547781938414925,0
"POU3F1",0.803127973066059,0
"POU4F1",0.691509267836882,0
"POU4F2",0.957354389904343,0
"POU4F3",0.914070858467677,0
"POU6F2",0.256884837980957,0
"PPM1J",0.82682603251128,0
"PPP1R14A",0.020021071979815,1
"PPP1R17",0.224053944482134,0
"PPP1R1B",0.000171618657297534,1
"PPP1R3G",0.555914768750212,0
"PPP2R2B",0.0025673936496442,1
"PRC1",0.955080139093944,0
"PRDM12",0.315587306053665,0
"PRKCD",0.00179314216128079,1
"PRKCG",0.219051525795017,0
"PRKCQ",0.272022058045038,0
"PRLHR",0.839317330111686,0
"PRLR",0.0882208575901414,0
"PROCR",0.744514891399952,0
"PROK2",0.910533408062281,0
"PROKR1",0.75841530477931,0
"PROKR2",0.691527974171739,0
"PROX1",0.00908789359073803,1
"PRPH",0.12951647879916,0
"PRR5L",0.171942756605732,0
"PRRXL1",0.472902930248363,0
"PRSS12",0.259696119574984,0
"PRSS23",0.887825062170172,0
"PRSS35",0.912070125349339,0
"PRSS56",0.666149611196676,0
"PRX",0.618882149183862,0
"PTGDS",2.03822418942678e-08,1
"PTGFR",0.712840278923153,0
"PTGIR",0.899475276553052,0
"PTH1R",0.947075783590221,0
"PTH2R",0.746575041646414,0
"PTHLH",0.575009403125505,0
"PTK2B",0.0192025667473101,1
"PTPN3",0.424362476437245,0
"PTPRK",0.135887150267822,0
"PTPRZ1",0.204190381009854,0
"PVALB",0.0174376700110627,1
"PYY",0.915581081909952,0
"RAB37",0.659908063391223,0
"RAB3B",0.00181743301972737,1
"RAMP3",0.626426115726064,0
"RARRES1",0.593866815180508,0
"RASD1",0.282115750435684,0
"RASL10A",0.443245790381073,0
"RASL11A",0.71898442470911,0
"RBP4",0.648858456015735,0
"RD3L",0.802376898649006,0
"RELL1",0.428449704099677,0
"RELN",0.104689429948466,0
"RERG",0.24947063668974,0
"RESP18",0.0204724437721663,1
"RET",0.425576139206933,0
"RGS12",0.425096965249764,0
"RGS14",0.833039199277244,0
"RGS16",0.0792607851100374,0
"RGS4",0.00459154295849196,1
"RGS5",0.938146198829084,0
"RGS8",0.0118478641713736,1
"RGS9",0.016362427707808,1
"RHCG",0.74450267926532,0
"RIMS4",0.0944760162001134,0
"RINL",0.782403323623029,0
"RLN3",0.755320862355878,0
"RNF152",0.653635441134098,0
"RORA",0.0436264051254904,1
"RORB",0.0168713084236749,1
"RPP25",0.101615772125509,0
"RPRM",0.0228706535011635,1
"RPS24",2.52382116064931e-05,1
"RRAS2",0.478478619662455,0
"RRM2",0.497781725000056,0
"RSPO1",0.0474475792021304,1
"RSPO3",0.574882423337976,0
"RUNX1",0.375574942197461,0
"RXFP1",0.521153559485427,0
"RXFP2",0.705709543547777,0
"RXFP3",0.823445391881515,0
"RXFP4",0.80578712497744,0
"RXRG",0.0643407934089152,0
"S100A4",0.870303150384661,0
"S1PR1",0.506933301585792,0
"SAG",0.526805225324589,0
"SALL3",0.640164495884456,0
"SAMSN1",0.67561452191983,0
"SAPCD2",0.225371590175154,0
"SATB1",0.00239373671798537,1
"SATB2",0.150850653131494,0
"SCGB3A1",0.786799414441442,0
"SCGN",0.830724374715872,0
"SCN10A",0.731052343633283,0
"SCN4B",0.155878026643869,0
"SCN5A",0.0301614003784619,1
"SCN7A",0.50159091465121,0
"SCNN1A",0.460120019829485,0
"SCTR",0.934803745981118,0
"SCUBE1",0.686480150338744,0
"SELPLG",0.562013560075133,0
"SEMA3A",0.231756947942463,0
"SEMA3C",0.294731660943046,0
"SEMA3E",0.457369787816316,0
"SEMA3F",0.774227600333535,0
"SEMA3G",0.485275499931254,0
"SEMA4D",0.0485051113025361,1
"SEMA5A",0.0122182620634514,1
"SERPINB1A",0.695135433590309,0
"SERPINB1B",0.539837930263433,0
"SERPINF1",0.434733137873788,0
"SEZ6",0.00107633835398857,1
"SFRP2",0.797222150080937,0
"SHISA8",0.854945341501709,0
"SHOX2",0.685454871833876,0
"SIGLECH",0.727912849412586,0
"SIM1",0.190311060518017,0
"SIX3",0.260641922711183,0
"SIX6",0.899433633016965,0
"SKOR1",0.497060670509759,0
"SLA",0.420075325435583,0
"SLA2",0.844654893638702,0
"SLC13A3",0.677436921460998,0
"SLC17A6",0.0873103421414859,0
"SLC17A7",0.187414420927332,0
"SLC17A8",0.528745645550178,0
"SLC18A2",0.850337688650398,0
"SLC18A3",0.727158495117201,0
"SLC1A3",0.0107708698822357,1
"SLC1A6",0.633362772392049,0
"SLC22A4",0.516365985336634,0
"SLC24A2",0.0218999415058253,1
"SLC26A3",0.908344365296261,0
"SLC30A3",0.0548260686037866,0
"SLC32A1",0.000630354018177348,1
"SLC34A2",0.651090271151914,0
"SLC36A2",0.52817966499102,0
"SLC47A1",0.877169627200369,0
"SLC5A7",0.65516730631719,0
"SLC6A11",2.18329736423328e-06,1
"SLC6A13",0.8345184911109,0
"SLC6A2",0.902838948573683,0
"SLC6A3",0.979723192713089,0
"SLC6A4",0.497455214880008,0
"SLC6A5",0.718893161818589,0
"SLC7A10",0.378059589340083,0
"SLCO3A1",0.0345810641444946,1
"SLN",0.820776278958075,0
"SMIM17",0.025929136773571,1
"SMOC1",0.110877801805124,0
"SNCG",0.000292304843911739,1
"SNTB1",0.235256509664411,0
"SNX33",0.24223333223593,0
"SOCS3",0.669890526604962,0
"SORCS1",0.0349613866777798,1
"SOST",0.545556426766874,0
"SOSTDC1",0.730278215118667,0
"SOX11",0.613106030909597,0
"SOX14",0.810379544641073,0
"SOX4",0.489370638992976,0
"SP9",0.214538829558737,0
"SPARC",2.16861760438114e-07,1
"SPDEF",0.910822706093059,0
"SPHKAP",0.017599814685278,1
"SPINK8",0.84245165698338,0
"SPON1",0.0221218456803768,1
"SPON2",0.972943626354721,0
"SPP1",0.765783957041599,0
"SPP2",0.783129922723289,0
"SSPO",0.834605718918543,0
"SST",0.0106578432408271,1
"SSTR1",0.8253096883538,0
"SSTR2",0.665767925067533,0
"ST18",0.047908749650124,1
"ST8SIA4",0.445652681158995,0
"ST8SIA6",0.276234441882641,0
"STAC2",0.389283738201072,0
"STARD8",0.449394121551851,0
"STEAP2",0.395028594528383,0
"STK32B",0.206144974258137,0
"STMN2",0.00187598554608537,1
"SULF1",0.0174507037823607,1
"SULF2",0.0526687631605943,0
"SUMO2",0.000329336612069242,1
"SV2C",0.30495669477405,0
"SYNPO2",0.298107303376093,0
"SYNPR",0.0177002511152461,1
"SYT15",0.595823707890838,0
"SYT2",0.050967446267976,0
"SYT6",0.0851789198294065,0
"TAC1",0.00167762729405208,1
"TAC2",0.0431546450230283,1
"TACR1",0.648228440138131,0
"TACR2",0.754262873494167,0
"TACR3",0.461071987263981,0
"TACSTD2",0.728912390658667,0
"TAGLN",0.805817202012966,0
"TAL1",0.591064203270261,0
"TAX1BP3",0.784599063759242,0
"TBR1",0.236303788384002,0
"TBX18",0.768632662241409,0
"TBX20",0.874201652523231,0
"TBXA2R",0.939503750684153,0
"TCAP",0.549170844902753,0
"TCERG1L",0.28889883081748,0
"TCF4",0.011490280204947,1
"TCF7L2",0.0582008079438492,0
"TEDDM3",0.805455603078409,0
"TEK",0.620951392136999,0
"TEKT5",0.0367016610808076,1
"TFAP2B",0.854981761378572,0
"TFAP2C",0.632132083430556,0
"TFAP2D",0.949337991806766,0
"TGFB2",0.46785675698118,0
"TH",0.0547638021963909,0
"THBD",0.613218026012138,0
"THRSP",0.0452630102560198,1
"TIAM1",0.0431458620860001,1
"TIAM2",0.728886781112951,0
"TIMP4",0.178835671376458,0
"TLX3",0.759872461071318,0
"TM4SF4",0.763973626263014,0
"TMC3",0.953231549035343,0
"TMEM114",0.6516033844389,0
"TMEM119",0.885616655683848,0
"TMEM132C",0.27987250878826,0
"TMEM141",0.217831347012394,0
"TMEM163",0.00970374499697824,1
"TMEM212",0.792725726575642,0
"TMEM215",0.200597945626595,0
"TMEM233",0.876322203053548,0
"TMEM255A",0.0918200401781071,0
"TMEM255B",0.81390662108749,0
"TMEM26",0.774032127256405,0
"TMEM54",0.854254855975206,0
"TMEM72",0.765831333777741,0
"TMEM88B",0.194026306531179,0
"TMSB4X",2.07372297444941e-07,1
"TNF",0.657849104220955,0
"TNNC1",0.442338080305477,0
"TNNI3",0.729265699167143,0
"TNNT1",0.493258277815484,0
"TNNT3",0.620368982653485,0
"TNR",0.0535112706465415,0
"TOP2A",0.921558809367499,0
"TOX",0.0117092239676355,1
"TPBG",0.370889290379302,0
"TPD52L1",0.498183769210541,0
"TPH2",0.743702598691313,0
"TRAF3IP3",0.0914237097581007,0
"TRAPPC3L",0.809614477777426,0
"TRDN",0.737613315309362,0
"TREM2",0.38691615353467,0
"TRF",0.00115748479001299,1
"TRH",0.0117365181941705,1
"TRHR",0.748378236495545,0
"TRIM54",0.888248150300208,0
"TRIM66",0.0422263675231176,1
"TRP73",0.804683060958369,0
"TRPS1",0.150991010105662,0
"TRPV1",0.645739178889349,0
"TSHZ2",0.00557556429930728,1
"TSPAN8",0.832173038435756,0
"TTR",0.265595577913533,0
"TTYH1",0.0328466397251982,1
"TUBA1C",0.894794079532346,0
"TUBGCP2",0.412754446512308,0
"TYRP1",0.850479766371445,0
"UBE2C",0.898993187159076,0
"UCN",0.925002254665367,0
"UCN2",0.857438481163187,0
"UCN3",0.725611254165467,0
"UGT8A",0.129631801738201,0
"UNC5B",0.533176735091019,0
"UNG",0.823296270567833,0
"URAH",0.717924059357837,0
"UTS2B",0.707320285180722,0
"VAMP1",3.36504458142706e-05,1
"VCAN",0.309404926543875,0
"VEGFA",0.292222968254021,0
"VGLL3",0.583530309746675,0
"VIM",0.0713903766448323,0
"VIP",0.374579649685717,0
"VIPR1",0.288365199106234,0
"VIPR2",0.732079187516271,0
"VSIG8",0.881392265476422,0
"VTN",0.051039202306329,0
"VWC2",0.454796051848633,0
"VWC2L",0.112267146408256,0
"VWF",0.811126117188737,0
"WFDC12",0.843948085620163,0
"WFDC18",0.709928556559632,0
"WFDC2",0.721344008143402,0
"WFS1",0.599263363350882,0
"WHRN",0.122108754470004,0
"WIF1",0.698669638762436,0
"WNT2",0.911586563370614,0
"YJEFN3",0.5558985773397,0
"ZBTB20",0.0644356845000779,0
"ZFHX4",0.0144315059615213,1
"ZFP239",0.105177087522574,0
"ZIC1",0.629645719587946,0
"ZMYM1",0.51399121698909,0
